symbol,asset_type,status,reasons,pause_buy,manual_review,metric_value,price_status,price_reasons,manual_pause_buy,manual_force_review,thesis_broken,logic_reasons,final_pause_buy,final_force_review,final_priority_level,final_reason_codes,final_human_readable_action,logic_note,effective_from,updated_at,updated_by,date,check_type
510300,etf,GREEN,ETF 风险状态正常,False,False,0.06281066425666526,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.09460946094609465,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.06287787182587659,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.10278666057560534,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-25,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.06122910076818796,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.10293886531510298,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.061668681983071266,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.09227957971676562,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-09-30,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.04021690013556257,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
510500,etf,GREEN,ETF 风险状态正常,False,False,0.07857928650007857,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
515180,etf,GREEN,ETF 风险状态正常,False,False,0.03385731559854887,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
518880,etf,GREEN,ETF 风险状态正常,False,False,0.09296482412060302,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-09,monthly_invest_review
510300,etf,GREEN,ETF 风险状态正常,False,False,0.014460009037505661,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.0661637592330662,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.002406738868832734,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.0943353129282778,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-16,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.029597830998644426,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.09728115668709737,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.024067388688327206,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.0963910461397899,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-23,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.03615002259376415,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.11299701398711304,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.05054151624548728,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.10986751941525817,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-10-30,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.029823768639855527,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
510500,etf,GREEN,ETF 风险状态正常,False,False,0.10969668395410975,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
515180,etf,GREEN,ETF 风险状态正常,False,False,0.03610108303249088,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
518880,etf,YELLOW,相对参考高点回撤 10.23%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.10232983097304704,YELLOW,相对参考高点回撤 10.23%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-11-02,monthly_invest_review
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-02,monthly_invest_review
510300,etf,GREEN,ETF 风险状态正常,False,False,0.0,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.08376551940908382,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.0,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.08611238008222928,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-06,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.028088654816765438,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.08282256797108284,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.008073817762399085,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
518880,etf,GREEN,ETF 风险状态正常,False,False,0.11146642302421196,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-13,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.007461048935703466,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.06569228351406571,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.0,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 12.22%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.12220191868433078,YELLOW,相对参考高点回撤 12.22%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-11-20,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-20,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.003492687186203888,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.07323589501807326,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.0186199342825849,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 15.03%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.15029693924166285,YELLOW,相对参考高点回撤 15.03%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-11-27,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-11-27,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.0,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
510500,etf,GREEN,ETF 风险状态正常,False,False,0.06506364922206515,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
515180,etf,GREEN,ETF 风险状态正常,False,False,0.016429353778751384,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
518880,etf,YELLOW,相对参考高点回撤 16.56%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.1656007309273641,YELLOW,相对参考高点回撤 16.56%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-12-01,monthly_invest_review
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-01,monthly_invest_review
510300,etf,GREEN,ETF 风险状态正常,False,False,0.0004300150505267211,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.057362879145057395,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.02190580503833518,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 14.25%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.1425308359981727,YELLOW,相对参考高点回撤 14.25%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-12-04,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-04,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.040421414749516174,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.09476661951909486,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.06352683461117202,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 14.60%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.1459570580173596,YELLOW,相对参考高点回撤 14.60%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-12-11,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-11,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.016555579445280577,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.08219393367908227,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.06900328587075581,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 12.33%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.12334399269072636,YELLOW,相对参考高点回撤 12.33%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-12-18,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-18,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.005590195656847947,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
510500,etf,GREEN,ETF 风险状态正常,False,False,0.08376551940908382,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
515180,etf,GREEN,ETF 风险状态正常,False,False,0.09419496166484126,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
518880,etf,YELLOW,相对参考高点回撤 11.99%，进入 YELLOW 区域；跌破长期均线且持续弱势,True,True,0.1199177706715395,YELLOW,相对参考高点回撤 11.99%，进入 YELLOW 区域；跌破长期均线且持续弱势,False,False,False,,True,True,5,price_yellow,价格 YELLOW，暂停新增并人工复核,,,,,2020-12-25,weekly_risk_check
600519,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
000858,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
600036,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
000333,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
601318,stock,GREEN,尚无持仓成本，允许按计划定投,False,False,,GREEN,尚无持仓成本，允许按计划定投,False,False,False,,False,False,6,green,正常,,,,,2020-12-25,weekly_risk_check
510300,etf,GREEN,ETF 风险状态正常,False,False,0.0,GREEN,ETF 风险状态正常,False,False,False,,False,False,6,green,正常,,,,,2020-12-31,weekly_risk_check
