date,symbol,asset_type,name,open,high,low,close,adj_close,volume,amount,pct_chg,chg,turnover_rate,amplitude,adjustment_mode,source_api
2019-08-20,000858,stock,五 粮 液,103.42,105.64,103.12,105.01,105.01,306617,3970361328.0,1.64,1.69,0.81,2.44,forward,stock.get_quote_history
2019-08-21,000858,stock,五 粮 液,104.91,105.3,103.02,103.27,103.27,232900,2992919472.0,-1.66,-1.74,0.61,2.17,forward,stock.get_quote_history
2019-08-22,000858,stock,五 粮 液,103.76,106.42,103.28,105.92,105.92,302087,3912514032.0,2.57,2.65,0.8,3.04,forward,stock.get_quote_history
2019-08-23,000858,stock,五 粮 液,105.96,107.1,104.6,105.52,105.52,320667,4184735264.0,-0.38,-0.4,0.84,2.36,forward,stock.get_quote_history
2019-08-26,000858,stock,五 粮 液,103.32,104.42,102.02,102.84,102.84,283220,3616949040.0,-2.54,-2.68,0.75,2.27,forward,stock.get_quote_history
2019-08-27,000858,stock,五 粮 液,104.19,108.7,103.87,107.8,107.8,379671,4996837376.0,4.82,4.96,1.0,4.7,forward,stock.get_quote_history
2019-08-28,000858,stock,五 粮 液,108.62,111.97,107.12,109.34,109.34,343764,4610003456.0,1.43,1.54,0.91,4.5,forward,stock.get_quote_history
2019-08-29,000858,stock,五 粮 液,109.82,113.16,109.14,112.42,112.42,316290,4294986752.0,2.82,3.08,0.83,3.68,forward,stock.get_quote_history
2019-08-30,000858,stock,五 粮 液,113.47,118.52,113.45,116.92,116.92,440798,6195944704.0,4.0,4.5,1.16,4.51,forward,stock.get_quote_history
2019-09-02,000858,stock,五 粮 液,116.92,117.97,113.52,117.31,117.31,329901,4649797888.0,0.33,0.39,0.87,3.81,forward,stock.get_quote_history
2019-09-03,000858,stock,五 粮 液,117.42,118.21,114.82,116.92,116.92,274754,3872907648.0,-0.33,-0.39,0.72,2.89,forward,stock.get_quote_history
2019-09-04,000858,stock,五 粮 液,115.48,116.42,112.92,113.73,113.73,380556,5269300224.0,-2.73,-3.19,1.0,2.99,forward,stock.get_quote_history
2019-09-05,000858,stock,五 粮 液,113.7,115.66,113.22,114.32,114.32,300247,4172563456.0,0.52,0.59,0.79,2.15,forward,stock.get_quote_history
2019-09-06,000858,stock,五 粮 液,115.07,115.52,112.64,115.43,115.43,279328,3879562640.0,0.97,1.11,0.74,2.52,forward,stock.get_quote_history
2019-09-09,000858,stock,五 粮 液,115.48,116.15,114.02,114.62,114.62,224903,3131952944.0,-0.7,-0.81,0.59,1.85,forward,stock.get_quote_history
2019-09-10,000858,stock,五 粮 液,113.62,113.92,111.63,112.67,112.67,247836,3401992976.0,-1.7,-1.95,0.65,2.0,forward,stock.get_quote_history
2019-09-11,000858,stock,五 粮 液,110.42,111.02,104.1,104.68,104.68,702310,9220352256.0,-7.09,-7.99,1.85,6.14,forward,stock.get_quote_history
2019-09-12,000858,stock,五 粮 液,102.92,107.56,102.92,106.97,106.97,412754,5390860032.0,2.19,2.29,1.09,4.43,forward,stock.get_quote_history
